DATE,TIME,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
3/11/2011,22:09,0.07,-,-,0.04,0.03
3/11/2011,22:10,-0.12,-,-,0.04,-0.16
3/11/2011,22:11,-0.34,-,-,0.04,-0.38
3/11/2011,22:12,-0.55,-0.44,-,0.04,-0.59
3/11/2011,22:13,-0.68,-,-,0.04,-0.72
3/11/2011,22:14,-0.73,-,-,0.04,-0.77
3/11/2011,22:15,-0.66,-,-,0.04,-0.7
3/11/2011,22:16,-0.59,-,-,0.04,-0.63
3/11/2011,22:17,-0.47,-,-,0.04,-0.51
3/11/2011,22:18,-0.33,-0.39,-,0.04,-0.37
3/11/2011,22:19,-0.12,-,-,0.04,-0.16
3/11/2011,22:20,0.1,-,-,0.04,0.06
3/11/2011,22:21,0.28,-,-,0.04,0.24
3/11/2011,22:22,0.37,-,-,0.03,0.34
3/11/2011,22:23,0.44,-,-,0.03,0.41
3/11/2011,22:24,0.43,0.43,-,0.03,0.4
3/11/2011,22:25,0.42,-,-,0.03,0.39
3/11/2011,22:26,0.44,-,-,0.03,0.41
3/11/2011,22:27,0.41,-,-,0.03,0.38
3/11/2011,22:28,0.38,-,-,0.03,0.35
3/11/2011,22:29,0.36,-,-,0.03,0.33
3/11/2011,22:30,0.27,0.32,-,0.03,0.24
3/11/2011,22:31,0.27,-,-,0.03,0.24
3/11/2011,22:32,0.27,-,-,0.03,0.24
3/11/2011,22:33,0.27,-,-,0.03,0.24
3/11/2011,22:34,0.18,-,-,0.03,0.15
3/11/2011,22:35,0.14,-,-,0.03,0.11
3/11/2011,22:36,0.03,0.08,-,0.03,0
3/11/2011,22:37,-0.05,-,-,0.03,-0.08
3/11/2011,22:38,-0.14,-,-,0.03,-0.17
3/11/2011,22:39,-0.2,-,-,0.03,-0.23
3/11/2011,22:40,-0.25,-,-,0.03,-0.28
3/11/2011,22:41,-0.24,-,-,0.03,-0.27
3/11/2011,22:42,-0.2,-0.21,-,0.03,-0.23
3/11/2011,22:43,-0.14,-,-,0.03,-0.17
3/11/2011,22:44,-0.01,-,-,0.03,-0.04
3/11/2011,22:45,0.18,-,-,0.03,0.15
3/11/2011,22:46,0.23,-,-,0.03,0.2
3/11/2011,22:47,0.24,-,-,0.03,0.21
3/11/2011,22:48,0.26,0.24,-,0.03,0.23
3/11/2011,22:49,0.16,-,-,0.03,0.13
3/11/2011,22:50,0.04,-,-,0.03,0.01
3/11/2011,22:51,-0.1,-,-,0.03,-0.13
3/11/2011,22:52,-0.24,-,-,0.03,-0.27
3/11/2011,22:53,-0.31,-,-,0.03,-0.34
3/11/2011,22:54,-0.37,-0.33,-,0.03,-0.4
3/11/2011,22:55,-0.35,-,-,0.03,-0.38
3/11/2011,22:56,-0.27,-,-,0.03,-0.3
3/11/2011,22:57,-0.1,-,-,0.03,-0.13
3/11/2011,22:58,0.09,-,-,0.04,0.05
3/11/2011,22:59,0.27,-,-,0.04,0.23
3/11/2011,23:00,0.43,0.35,-,0.04,0.39
3/11/2011,23:01,0.54,-,-,0.04,0.5
3/11/2011,23:02,0.55,-,-,0.04,0.51
3/11/2011,23:03,0.49,-,-,0.04,0.45
3/11/2011,23:04,0.38,-,-,0.04,0.34
3/11/2011,23:05,0.24,-,-,0.04,0.2
3/11/2011,23:06,0.15,0.19,-,0.04,0.11
3/11/2011,23:07,0.03,-,-,0.04,-0.01
3/11/2011,23:08,-0.11,-,-,0.04,-0.15
3/11/2011,23:09,-0.24,-,-,0.04,-0.28
3/11/2011,23:10,-0.3,-,-,0.04,-0.34
3/11/2011,23:11,-0.26,-,-,0.04,-0.3
3/11/2011,23:12,-0.16,-0.21,-,0.04,-0.2
3/11/2011,23:13,-0.08,-,-,0.04,-0.12
3/11/2011,23:14,0.05,-,-,0.04,0.01
3/11/2011,23:15,0.15,-,-,0.04,0.11
3/11/2011,23:16,0.11,-,-,0.04,0.07
3/11/2011,23:17,0.08,-,-,0.04,0.04
3/11/2011,23:18,0,0.04,-,0.04,-0.04
3/11/2011,23:19,-0.05,-,-,0.04,-0.09
3/11/2011,23:20,-0.11,-,-,0.04,-0.15
3/11/2011,23:21,-0.14,-,-,0.04,-0.18
3/11/2011,23:22,-0.19,-,-,0.04,-0.23
3/11/2011,23:23,-0.19,-,-,0.04,-0.23
3/11/2011,23:24,-0.17,-0.18,-,0.04,-0.21
3/11/2011,23:25,-0.11,-,-,0.04,-0.15
3/11/2011,23:26,-0.02,-,-,0.04,-0.06
3/11/2011,23:27,0.07,-,-,0.04,0.03
3/11/2011,23:28,0.15,-,-,0.05,0.1
3/11/2011,23:29,0.27,-,-,0.05,0.22
3/11/2011,23:30,0.34,0.3,-,0.05,0.29
3/11/2011,23:31,0.4,-,-,0.05,0.35
3/11/2011,23:32,0.39,-,-,0.05,0.34
3/11/2011,23:33,0.36,-,-,0.05,0.31
3/11/2011,23:34,0.29,-,-,0.05,0.24
3/11/2011,23:35,0.31,-,-,0.05,0.26
3/11/2011,23:36,0.24,0.26,-,0.05,0.19
3/11/2011,23:37,0.15,-,-,0.05,0.1
3/11/2011,23:38,0.03,-,-,0.05,-0.02
3/11/2011,23:39,-0.06,-,-,0.05,-0.11
3/11/2011,23:40,-0.1,-,-,0.05,-0.15
3/11/2011,23:41,-0.1,-,-,0.05,-0.15
3/11/2011,23:42,-0.07,-0.08,-,0.05,-0.12
3/11/2011,23:43,-0.04,-,-,0.05,-0.09
3/11/2011,23:44,-0.04,-,-,0.05,-0.09
3/11/2011,23:45,-0.04,-,-,0.05,-0.09
3/11/2011,23:46,-0.08,-,-,0.06,-0.14
3/11/2011,23:47,-0.12,-,-,0.06,-0.18
3/11/2011,23:48,-0.17,-0.14,-,0.06,-0.23
3/11/2011,23:49,-0.18,-,-,0.06,-0.24
3/11/2011,23:50,-0.2,-,-,0.06,-0.26
3/11/2011,23:51,-0.19,-,-,0.06,-0.25
3/11/2011,23:52,-0.2,-,-,0.06,-0.26
3/11/2011,23:53,-0.18,-,-,0.06,-0.24
3/11/2011,23:54,-0.06,-0.1,-,0.06,-0.12
3/11/2011,23:55,0.13,-,-,0.06,0.07
3/11/2011,23:56,0.26,-,-,0.06,0.2
3/11/2011,23:57,0.37,-,-,0.06,0.31
3/11/2011,23:58,0.47,-,-,0.07,0.4
3/11/2011,23:59,0.56,-,-,0.07,0.49
3/12/2011,0:00,0.59,0.57,-,0.07,0.52
3/12/2011,0:01,0.59,-,-,0.07,0.52
3/12/2011,0:02,0.57,-,-,0.07,0.5
3/12/2011,0:03,0.53,-,-,0.07,0.46
3/12/2011,0:04,0.47,-,-,0.07,0.4
3/12/2011,0:05,0.44,-,-,0.07,0.37
3/12/2011,0:06,0.4,0.42,-,0.07,0.33
3/12/2011,0:07,0.37,-,-,0.07,0.3
3/12/2011,0:08,0.26,-,-,0.07,0.19
3/12/2011,0:09,0.1,-,-,0.07,0.03
3/12/2011,0:10,-0.06,-,-,0.08,-0.14
3/12/2011,0:11,-0.18,-,-,0.08,-0.26
3/12/2011,0:12,-0.29,-0.24,-,0.08,-0.37
3/12/2011,0:13,-0.42,-,-,0.08,-0.5
3/12/2011,0:14,-0.54,-,-,0.08,-0.62
3/12/2011,0:15,-0.64,-,-,0.08,-0.72
3/12/2011,0:16,-0.69,-,-,0.09,-0.78
3/12/2011,0:17,-0.67,-,-,0.09,-0.76
3/12/2011,0:18,-0.55,-0.59,-,0.09,-0.64
3/12/2011,0:19,-0.33,-,-,0.09,-0.42
3/12/2011,0:20,-0.13,-,-,0.09,-0.22
3/12/2011,0:21,0.1,-,-,0.09,0.01
3/12/2011,0:22,0.34,-,-,0.09,0.25
3/12/2011,0:23,0.54,-,-,0.09,0.45
3/12/2011,0:24,0.65,0.57,-,0.09,0.56
3/12/2011,0:25,0.62,-,-,0.09,0.53
3/12/2011,0:26,0.54,-,-,0.09,0.45
3/12/2011,0:27,0.42,-,-,0.09,0.33
3/12/2011,0:28,0.26,-,-,0.1,0.16
3/12/2011,0:29,0.08,-,-,0.1,-0.02
3/12/2011,0:30,-0.11,-0.02,-,0.1,-0.21
3/12/2011,0:31,-0.26,-,-,0.1,-0.36
3/12/2011,0:32,-0.36,-,-,0.1,-0.46
3/12/2011,0:33,-0.39,-,-,0.1,-0.49
3/12/2011,0:34,-0.24,-,-,0.11,-0.35
3/12/2011,0:35,0.09,-,-,0.11,-0.02
3/12/2011,0:36,0.4,0.23,-,0.11,0.29
3/12/2011,0:37,0.62,-,-,0.11,0.51
3/12/2011,0:38,0.74,-,-,0.11,0.63
3/12/2011,0:39,0.8,-,-,0.11,0.69
3/12/2011,0:40,0.77,-,-,0.11,0.66
3/12/2011,0:41,0.7,-,-,0.11,0.59
3/12/2011,0:42,0.55,0.61,-,0.11,0.44
3/12/2011,0:43,0.36,-,-,0.11,0.25
3/12/2011,0:44,0.14,-,-,0.11,0.03
3/12/2011,0:45,-0.11,-,-,0.11,-0.22
3/12/2011,0:46,-0.27,-,-,0.12,-0.39
3/12/2011,0:47,-0.35,-,-,0.12,-0.47
3/12/2011,0:48,-0.37,-0.35,-,0.12,-0.49
3/12/2011,0:49,-0.38,-,-,0.12,-0.5
3/12/2011,0:50,-0.36,-,-,0.12,-0.48
3/12/2011,0:51,-0.3,-,-,0.12,-0.42
3/12/2011,0:52,-0.2,-,-,0.13,-0.33
3/12/2011,0:53,-0.1,-,-,0.13,-0.23
3/12/2011,0:54,-0.01,-0.05,-,0.13,-0.14
3/12/2011,0:55,0.11,-,-,0.13,-0.02
3/12/2011,0:56,0.23,-,-,0.13,0.1
3/12/2011,0:57,0.34,-,-,0.13,0.21
3/12/2011,0:58,0.36,-,-,0.14,0.22
3/12/2011,0:59,0.4,-,-,0.14,0.26
3/12/2011,1:00,0.41,0.38,-,0.14,0.27
3/12/2011,1:01,0.3,-,-,0.14,0.16
3/12/2011,1:02,0.15,-,-,0.14,0.01
3/12/2011,1:03,0.04,-,-,0.14,-0.1
3/12/2011,1:04,0.01,-,-,0.14,-0.13
3/12/2011,1:05,0.01,-,-,0.14,-0.13
3/12/2011,1:06,0.05,0.03,-,0.14,-0.09
3/12/2011,1:07,0.09,-,-,0.14,-0.05
3/12/2011,1:08,0.13,-,-,0.14,-0.01
3/12/2011,1:09,0.24,-,-,0.14,0.1
3/12/2011,1:10,0.42,-,-,0.15,0.27
3/12/2011,1:11,0.52,-,-,0.15,0.37
3/12/2011,1:12,0.63,0.57,-,0.15,0.48
3/12/2011,1:13,0.67,-,-,0.15,0.52
3/12/2011,1:14,0.52,-,-,0.15,0.37
3/12/2011,1:15,0.38,-,-,0.15,0.23
3/12/2011,1:16,0.26,-,-,0.16,0.1
3/12/2011,1:17,0.08,-,-,0.16,-0.08
3/12/2011,1:18,-0.03,0.04,-,0.16,-0.19
3/12/2011,1:19,-0.13,-,-,0.16,-0.29
3/12/2011,1:20,-0.27,-,-,0.16,-0.43
3/12/2011,1:21,-0.36,-,-,0.16,-0.52
3/12/2011,1:22,-0.34,-,-,0.17,-0.51
3/12/2011,1:23,-0.24,-,-,0.17,-0.41
3/12/2011,1:24,-0.11,-0.17,-,0.17,-0.28
3/12/2011,1:25,0.03,-,-,0.17,-0.14
3/12/2011,1:26,0.14,-,-,0.17,-0.03
3/12/2011,1:27,0.17,-,-,0.17,0
3/12/2011,1:28,0.22,-,-,0.18,0.04
3/12/2011,1:29,0.27,-,-,0.18,0.09
3/12/2011,1:30,0.36,0.31,-,0.18,0.18
3/12/2011,1:31,0.33,-,-,0.18,0.15
3/12/2011,1:32,0.28,-,-,0.18,0.1
3/12/2011,1:33,0.31,-,-,0.18,0.13
3/12/2011,1:34,0.37,-,-,0.19,0.18
3/12/2011,1:35,0.43,-,-,0.19,0.24
3/12/2011,1:36,0.45,0.44,-,0.19,0.26
3/12/2011,1:37,0.47,-,-,0.19,0.28
3/12/2011,1:38,0.48,-,-,0.19,0.29
3/12/2011,1:39,0.5,-,-,0.19,0.31
3/12/2011,1:40,0.47,-,-,0.2,0.27
3/12/2011,1:41,0.42,-,-,0.2,0.22
3/12/2011,1:42,0.34,0.37,-,0.2,0.14
3/12/2011,1:43,0.22,-,-,0.2,0.02
3/12/2011,1:44,0.06,-,-,0.2,-0.14
3/12/2011,1:45,0.01,-,-,0.2,-0.19
3/12/2011,1:46,-0.03,-,-,0.21,-0.24
3/12/2011,1:47,-0.02,-,-,0.21,-0.23
3/12/2011,1:48,0,-0.01,-,0.21,-0.21
3/12/2011,1:49,0,-,-,0.21,-0.21
3/12/2011,1:50,0,-,-,0.21,-0.21
3/12/2011,1:51,0.02,-,-,0.21,-0.19
3/12/2011,1:52,0.02,-,-,0.22,-0.2
3/12/2011,1:53,-0.01,-,-,0.22,-0.23
3/12/2011,1:54,0,0,-,0.22,-0.22
3/12/2011,1:55,0.05,-,-,0.22,-0.17
3/12/2011,1:56,0.07,-,-,0.22,-0.15
3/12/2011,1:57,0.02,-,-,0.22,-0.2
3/12/2011,1:58,0.02,-,-,0.23,-0.21
3/12/2011,1:59,0.12,-,-,0.23,-0.11
3/12/2011,2:00,0.2,0.16,-,0.23,-0.03
3/12/2011,2:01,0.25,-,-,0.23,0.02
3/12/2011,2:02,0.31,-,-,0.23,0.08
3/12/2011,2:03,0.39,-,-,0.23,0.16
3/12/2011,2:04,0.41,-,-,0.24,0.17
3/12/2011,2:05,0.38,-,-,0.24,0.14
3/12/2011,2:06,0.36,0.39,-,0.24,0.12
3/12/2011,2:07,0.4,-,-,0.24,0.16
3/12/2011,2:08,0.4,-,-,0.24,0.16
3/12/2011,2:09,0.4,-,-,0.24,0.16
3/12/2011,2:10,0.39,-,-,0.25,0.14
3/12/2011,2:11,0.42,-,-,0.25,0.17
3/12/2011,2:12,0.47,0.44,-,0.25,0.22
3/12/2011,2:13,0.46,-,-,0.25,0.21
3/12/2011,2:14,0.46,-,-,0.25,0.21
3/12/2011,2:15,0.51,-,-,0.25,0.26
3/12/2011,2:16,0.52,-,-,0.26,0.26
3/12/2011,2:17,0.48,-,-,0.26,0.22
3/12/2011,2:18,0.39,0.43,-,0.26,0.13
3/12/2011,2:19,0.32,-,-,0.26,0.06
3/12/2011,2:20,0.26,-,-,0.26,0
3/12/2011,2:21,0.19,-,-,0.26,-0.07
3/12/2011,2:22,0.1,-,-,0.27,-0.17
3/12/2011,2:23,0.05,-,-,0.27,-0.22
3/12/2011,2:24,0.07,0.07,-,0.27,-0.2
3/12/2011,2:25,0.09,-,-,0.27,-0.18
3/12/2011,2:26,0.03,-,-,0.27,-0.24
3/12/2011,2:27,-0.02,-,-,0.27,-0.29
3/12/2011,2:28,-0.01,-,-,0.28,-0.29
3/12/2011,2:29,-0.01,-,-,0.28,-0.29
3/12/2011,2:30,0.01,0,-,0.28,-0.27
3/12/2011,2:31,0.04,-,-,0.28,-0.24
3/12/2011,2:32,0.01,-,-,0.28,-0.27
3/12/2011,2:33,0.03,-,-,0.28,-0.25
3/12/2011,2:34,0.1,-,-,0.29,-0.19
3/12/2011,2:35,0.19,-,-,0.29,-0.1
3/12/2011,2:36,0.39,0.31,-,0.29,0.1
3/12/2011,2:37,0.6,-,-,0.29,0.31
3/12/2011,2:38,0.68,-,-,0.29,0.39
3/12/2011,2:39,0.65,-,-,0.29,0.36
3/12/2011,2:40,0.67,-,-,0.3,0.37
3/12/2011,2:41,0.68,-,-,0.3,0.38
3/12/2011,2:42,0.68,0.67,-,0.3,0.38
3/12/2011,2:43,0.62,-,-,0.3,0.32
3/12/2011,2:44,0.51,-,-,0.3,0.21
3/12/2011,2:45,0.34,-,-,0.3,0.04
3/12/2011,2:46,0.24,-,-,0.31,-0.07
3/12/2011,2:47,0.17,-,-,0.31,-0.14
3/12/2011,2:48,0.15,0.16,-,0.31,-0.16
3/12/2011,2:49,0.12,-,-,0.31,-0.19
3/12/2011,2:50,0.11,-,-,0.31,-0.2
3/12/2011,2:51,0.16,-,-,0.31,-0.15
3/12/2011,2:52,0.21,-,-,0.32,-0.11
3/12/2011,2:53,0.3,-,-,0.32,-0.02
3/12/2011,2:54,0.37,0.32,-,0.32,0.05
3/12/2011,2:55,0.35,-,-,0.32,0.03
3/12/2011,2:56,0.33,-,-,0.32,0.01
3/12/2011,2:57,0.28,-,-,0.32,-0.04
3/12/2011,2:58,0.2,-,-,0.33,-0.13
3/12/2011,2:59,0.13,-,-,0.33,-0.2
3/12/2011,3:00,0.14,0.16,-,0.33,-0.19
3/12/2011,3:01,0.24,-,-,0.33,-0.09
3/12/2011,3:02,0.31,-,-,0.33,-0.02
3/12/2011,3:03,0.39,-,-,0.33,0.06
3/12/2011,3:04,0.54,-,-,0.34,0.2
3/12/2011,3:05,0.73,-,-,0.34,0.39
3/12/2011,3:06,0.76,0.71,-,0.34,0.42
3/12/2011,3:07,0.67,-,-,0.34,0.33
3/12/2011,3:08,0.49,-,-,0.34,0.15
3/12/2011,3:09,0.27,-,-,0.34,-0.07
3/12/2011,3:10,0.05,-,-,0.35,-0.3
3/12/2011,3:11,-0.1,-,-,0.35,-0.45
3/12/2011,3:12,-0.2,-0.14,-,0.35,-0.55
3/12/2011,3:13,-0.2,-,-,0.35,-0.55
3/12/2011,3:14,-0.15,-,-,0.35,-0.5
3/12/2011,3:15,-0.03,-,-,0.35,-0.38
3/12/2011,3:16,0.19,-,-,0.36,-0.17
3/12/2011,3:17,0.47,-,-,0.36,0.11
3/12/2011,3:18,0.7,0.56,-,0.36,0.34
3/12/2011,3:19,0.77,-,-,0.36,0.41
3/12/2011,3:20,0.78,-,-,0.36,0.42
3/12/2011,3:21,0.7,-,-,0.36,0.34
3/12/2011,3:22,0.59,-,-,0.37,0.22
3/12/2011,3:23,0.49,-,-,0.37,0.12
3/12/2011,3:24,0.41,0.45,-,0.37,0.04
3/12/2011,3:25,0.33,-,-,0.37,-0.04
3/12/2011,3:26,0.33,-,-,0.37,-0.04
3/12/2011,3:27,0.35,-,-,0.37,-0.02
3/12/2011,3:28,0.39,-,-,0.38,0.01
3/12/2011,3:29,0.48,-,-,0.38,0.1
3/12/2011,3:30,0.55,0.51,-,0.38,0.17
3/12/2011,3:31,0.57,-,-,0.38,0.19
3/12/2011,3:32,0.54,-,-,0.38,0.16
3/12/2011,3:33,0.52,-,-,0.38,0.14
3/12/2011,3:34,0.47,-,-,0.39,0.08
3/12/2011,3:35,0.37,-,-,0.39,-0.02
3/12/2011,3:36,0.27,0.33,-,0.39,-0.12
3/12/2011,3:37,0.23,-,-,0.39,-0.16
3/12/2011,3:38,0.2,-,-,0.39,-0.19
3/12/2011,3:39,0.2,-,-,0.39,-0.19
3/12/2011,3:40,0.27,-,-,0.4,-0.13
3/12/2011,3:41,0.35,-,-,0.4,-0.05
3/12/2011,3:42,0.47,0.42,-,0.4,0.07
3/12/2011,3:43,0.61,-,-,0.4,0.21
3/12/2011,3:44,0.71,-,-,0.4,0.31
3/12/2011,3:45,0.72,-,-,0.4,0.32
3/12/2011,3:46,0.68,-,-,0.41,0.27
3/12/2011,3:47,0.61,-,-,0.41,0.2
3/12/2011,3:48,0.44,0.51,-,0.41,0.03
3/12/2011,3:49,0.25,-,-,0.41,-0.16
3/12/2011,3:50,0.11,-,-,0.41,-0.3
3/12/2011,3:51,-0.01,-,-,0.41,-0.42
3/12/2011,3:52,-0.03,-,-,0.42,-0.45
3/12/2011,3:53,0.01,-,-,0.42,-0.41
3/12/2011,3:54,0.11,0.08,-,0.42,-0.31
3/12/2011,3:55,0.3,-,-,0.42,-0.12
3/12/2011,3:56,0.44,-,-,0.42,0.02
3/12/2011,3:57,0.5,-,-,0.42,0.08
3/12/2011,3:58,0.58,-,-,0.43,0.15
3/12/2011,3:59,0.61,-,-,0.43,0.18
3/12/2011,4:00,0.61,0.61,-,0.43,0.18
3/12/2011,4:01,0.65,-,-,0.43,0.22
3/12/2011,4:02,0.67,-,-,0.43,0.24
3/12/2011,4:03,0.62,-,-,0.43,0.19
3/12/2011,4:04,0.54,-,-,0.44,0.1
3/12/2011,4:05,0.5,-,-,0.44,0.06
3/12/2011,4:06,0.52,0.52,-,0.44,0.08
3/12/2011,4:07,0.54,-,-,0.44,0.1
3/12/2011,4:08,0.48,-,-,0.44,0.04
3/12/2011,4:09,0.35,-,-,0.44,-0.09
3/12/2011,4:10,0.2,-,-,0.44,-0.24
3/12/2011,4:11,0.13,-,-,0.44,-0.31
3/12/2011,4:12,0.12,0.13,-,0.44,-0.32
3/12/2011,4:13,0.12,-,-,0.44,-0.32
3/12/2011,4:14,0.21,-,-,0.44,-0.23
3/12/2011,4:15,0.33,-,-,0.44,-0.11
3/12/2011,4:16,0.48,-,-,0.45,0.03
3/12/2011,4:17,0.66,-,-,0.45,0.21
3/12/2011,4:18,0.78,0.71,-,0.45,0.33
3/12/2011,4:19,0.85,-,-,0.45,0.4
3/12/2011,4:20,0.89,-,-,0.45,0.44
3/12/2011,4:21,0.86,-,-,0.45,0.41
3/12/2011,4:22,0.77,-,-,0.46,0.31
3/12/2011,4:23,0.68,-,-,0.46,0.22
3/12/2011,4:24,0.53,0.6,-,0.46,0.07
3/12/2011,4:25,0.41,-,-,0.46,-0.05
3/12/2011,4:26,0.37,-,-,0.46,-0.09
3/12/2011,4:27,0.38,-,-,0.46,-0.08
3/12/2011,4:28,0.44,-,-,0.47,-0.03
3/12/2011,4:29,0.52,-,-,0.47,0.05
3/12/2011,4:30,0.56,0.54,-,0.47,0.09
3/12/2011,4:31,0.61,-,-,0.47,0.14
3/12/2011,4:32,0.69,-,-,0.47,0.22
3/12/2011,4:33,0.69,-,-,0.47,0.22
3/12/2011,4:34,0.67,-,-,0.47,0.2
3/12/2011,4:35,0.6,-,-,0.47,0.13
3/12/2011,4:36,0.45,0.52,-,0.47,-0.02
3/12/2011,4:37,0.32,-,-,0.47,-0.15
3/12/2011,4:38,0.24,-,-,0.47,-0.23
3/12/2011,4:39,0.19,-,-,0.47,-0.28
3/12/2011,4:40,0.16,-,-,0.48,-0.32
3/12/2011,4:41,0.23,-,-,0.48,-0.25
3/12/2011,4:42,0.3,0.27,-,0.48,-0.18
3/12/2011,4:43,0.38,-,-,0.48,-0.1
3/12/2011,4:44,0.5,-,-,0.48,0.02
3/12/2011,4:45,0.66,-,-,0.48,0.18
3/12/2011,4:46,0.73,-,-,0.49,0.24
3/12/2011,4:47,0.74,-,-,0.49,0.25
3/12/2011,4:48,0.75,0.73,-,0.49,0.26
3/12/2011,4:49,0.68,-,-,0.49,0.19
3/12/2011,4:50,0.62,-,-,0.49,0.13
3/12/2011,4:51,0.55,-,-,0.49,0.06
3/12/2011,4:52,0.47,-,-,0.49,-0.02
3/12/2011,4:53,0.41,-,-,0.49,-0.08
3/12/2011,4:54,0.42,0.42,-,0.49,-0.07
3/12/2011,4:55,0.39,-,-,0.49,-0.1
3/12/2011,4:56,0.33,-,-,0.49,-0.16
3/12/2011,4:57,0.33,-,-,0.49,-0.16
3/12/2011,4:58,0.34,-,-,0.5,-0.16
3/12/2011,4:59,0.3,-,-,0.5,-0.2
3/12/2011,5:00,0.28,0.3,-,0.5,-0.22
3/12/2011,5:01,0.29,-,-,0.5,-0.21
3/12/2011,5:02,0.31,-,-,0.5,-0.19
3/12/2011,5:03,0.38,-,-,0.5,-0.12
3/12/2011,5:04,0.46,-,-,0.51,-0.05
3/12/2011,5:05,0.55,-,-,0.51,0.04
3/12/2011,5:06,0.64,0.59,-,0.51,0.13
3/12/2011,5:07,0.7,-,-,0.51,0.19
3/12/2011,5:08,0.7,-,-,0.51,0.19
3/12/2011,5:09,0.74,-,-,0.51,0.23
3/12/2011,5:10,0.75,-,-,0.51,0.24
3/12/2011,5:11,0.76,-,-,0.51,0.25
3/12/2011,5:12,0.7,0.73,-,0.51,0.19
3/12/2011,5:13,0.67,-,-,0.51,0.16
3/12/2011,5:14,0.65,-,-,0.51,0.14
3/12/2011,5:15,0.55,-,-,0.51,0.04
3/12/2011,5:16,0.5,-,-,0.52,-0.02
3/12/2011,5:17,0.45,-,-,0.52,-0.07
3/12/2011,5:18,0.4,0.42,-,0.52,-0.12
3/12/2011,5:19,0.33,-,-,0.52,-0.19
3/12/2011,5:20,0.22,-,-,0.52,-0.3
3/12/2011,5:21,0.14,-,-,0.52,-0.38
3/12/2011,5:22,0.09,-,-,0.52,-0.43
3/12/2011,5:23,0.1,-,-,0.52,-0.42
3/12/2011,5:24,0.2,0.17,-,0.52,-0.32
3/12/2011,5:25,0.36,-,-,0.52,-0.16
3/12/2011,5:26,0.49,-,-,0.52,-0.03
3/12/2011,5:27,0.66,-,-,0.52,0.14
3/12/2011,5:28,0.84,-,-,0.53,0.31
3/12/2011,5:29,0.99,-,-,0.53,0.46
3/12/2011,5:30,1.11,1.04,-,0.53,0.58
3/12/2011,5:31,1.13,-,-,0.53,0.6
3/12/2011,5:32,1.08,-,-,0.53,0.55
3/12/2011,5:33,0.97,-,-,0.53,0.44
3/12/2011,5:34,0.84,-,-,0.53,0.31
3/12/2011,5:35,0.76,-,-,0.53,0.23
3/12/2011,5:36,0.67,0.71,-,0.53,0.14
3/12/2011,5:37,0.57,-,-,0.53,0.04
3/12/2011,5:38,0.48,-,-,0.53,-0.05
3/12/2011,5:39,0.42,-,-,0.53,-0.11
3/12/2011,5:40,0.38,-,-,0.54,-0.16
3/12/2011,5:41,0.39,-,-,0.54,-0.15
3/12/2011,5:42,0.38,0.38,-,0.54,-0.16
3/12/2011,5:43,0.31,-,-,0.54,-0.23
3/12/2011,5:44,0.22,-,-,0.54,-0.32
3/12/2011,5:45,0.13,-,-,0.54,-0.41
3/12/2011,5:46,0.05,-,-,0.54,-0.49
3/12/2011,5:47,0.03,-,-,0.54,-0.51
3/12/2011,5:48,0.06,0.05,-,0.54,-0.48
3/12/2011,5:49,0.16,-,-,0.54,-0.38
3/12/2011,5:50,0.28,-,-,0.54,-0.26
3/12/2011,5:51,0.46,-,-,0.54,-0.08
3/12/2011,5:52,0.69,-,-,0.54,0.15
3/12/2011,5:53,0.92,-,-,0.54,0.38
3/12/2011,5:54,1.06,0.97,-,0.54,0.52
3/12/2011,5:55,1.07,-,-,0.54,0.53
3/12/2011,5:56,1.03,-,-,0.54,0.49
3/12/2011,5:57,0.93,-,-,0.54,0.39
3/12/2011,5:58,0.79,-,-,0.54,0.25
3/12/2011,5:59,0.62,-,-,0.54,0.08
3/12/2011,6:00,0.45,0.54,-,0.54,-0.09
3/12/2011,6:01,0.3,-,-,0.54,-0.24
3/12/2011,6:02,0.22,-,-,0.54,-0.32
3/12/2011,6:03,0.23,-,-,0.54,-0.31
3/12/2011,6:04,0.34,-,-,0.55,-0.21
3/12/2011,6:05,0.53,-,-,0.55,-0.02
3/12/2011,6:06,0.66,0.58,-,0.55,0.11
3/12/2011,6:07,0.77,-,-,0.55,0.22
3/12/2011,6:08,0.8,-,-,0.55,0.25
3/12/2011,6:09,0.75,-,-,0.55,0.2
3/12/2011,6:10,0.75,-,-,0.55,0.2
3/12/2011,6:11,0.71,-,-,0.55,0.16
3/12/2011,6:12,0.59,0.64,-,0.55,0.04
3/12/2011,6:13,0.46,-,-,0.55,-0.09
3/12/2011,6:14,0.34,-,-,0.55,-0.21
3/12/2011,6:15,0.27,-,-,0.55,-0.28
3/12/2011,6:16,0.32,-,-,0.55,-0.23
3/12/2011,6:17,0.44,-,-,0.55,-0.11
3/12/2011,6:18,0.52,0.47,-,0.55,-0.03
3/12/2011,6:19,0.56,-,-,0.55,0.01
3/12/2011,6:20,0.59,-,-,0.55,0.04
3/12/2011,6:21,0.65,-,-,0.55,0.1
3/12/2011,6:22,0.64,-,-,0.55,0.09
3/12/2011,6:23,0.68,-,-,0.55,0.13
3/12/2011,6:24,0.65,0.64,-,0.55,0.1
3/12/2011,6:25,0.49,-,-,0.55,-0.06
3/12/2011,6:26,0.42,-,-,0.55,-0.13
